1,816,S.R. Tendulkar
2,794,M.G. Bevan
3,775,C.H. Gayle
4,764,R.T. Ponting
5,762,Mohammad Yousuf
6,760,A.C. Gilchrist
7,754,J.H. Kallis
8,753,S.T. Jayasuriya
9,734,B.C. Lara
10,724,M.E. Trescothick
11,720,M.L. Hayden
12,707,V. Sehwag
13,693,D.R. Martyn
14,686,H.H. Dippenaar
15,683,H.H. Gibbs
16,680,S.C. Ganguly
17,678,R. Dravid
18,676,M.S. Atapattu
19,670,R.R. Sarwan
20,651,G.C. Smith
21,624,M.N. Samuels
22,620,A. Flintoff
23,606,L. Klusener
24,605,S.P. Fleming
25,603,Inzamam-ul-Haq
26,598,Younus Khan
26,598,G.W. Flower
28,596,N.J. Astle
29,593,W.W. Hinds
30,588,D.S. Lehmann
31,582,Abdul Razzaq
32,575,Yuvraj Singh
33,574,D.P.M.D. Jayawardene
34,570,A. Symonds
35,568,K.C. Sangakkara
36,567,S. Chanderpaul
37,565,C.L. Cairns
37,565,P.D. Collingwood
39,563,Shoaib Malik
40,558,R.P. Arnold
41,552,C.D. McMillan
42,550,N.D. McKenzie
43,547,M. Kaif
44,540,S.B. Styris
45,535,M.P. Vaughan
46,532,M.V. Boucher
47,531,Yasir Hameed
48,511,R.L. Powell
49,508,H.H. Streak
50,507,M.J. Clarke
51,500,S.O. Tikolo
52,497,J.A. Rudolph
53,494,V.V.S. Laxman
53,494,C.Z. Harris
55,493,Alok Kapali
56,490,D. Mongia
57,487,Salim Elahi
58,474,S.V. Carlisle
59,473,R.S. Kaluwitharana
60,471,R.D. Jacobs
61,459,Shahid Afridi
62,458,S.M. Pollock
63,445,M.S. Sinclair
64,444,N. Boje
65,443,R.D. Shah
66,442,J.M. Davison
66,442,D.A. Gunawardene
68,434,T.M. Odoyo
69,428,L. Vincent
70,426,M.A. Vermeulen
71,420,Imran Nazir
72,407,J.D.P. Oram
72,407,C.B. Wishart
74,402,Rajin Saleh
75,398,T. Taibu
76,396,D.D. Ebrahim
77,393,K.O. Otieno
78,392,D. Ganga
79,384,H.K. Badani
80,378,A.J. Hall
81,373,V.S. Solanki
82,368,H.S. Modi
83,365,S.M. Ervine
84,364,Habibul Bashar
85,363,Misbah-ul-Haq
86,361,A.M. Blignaut
87,351,G.B. Hogg
87,351,A.R. Adams
89,348,B.B. McCullum
89,348,Moin Khan
91,344,Khaled Mahmud
92,339,T.J. Friend
93,335,G.M. Hamilton
93,335,I.J. Harvey
95,332,Tushar Imran
96,323,A.B. Agarkar
97,322,Khaled Masud
98,321,U.D.U. Chandana
99,319,A.J. Bichel
99,319,Taufeeq Umar
